"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","values","sum","mean","median","min","max","count","variance","sd","frequencies","all","subset","response"
"124.96000000010099","<h2 style=""color:white;"">Now we will have you rate some pictures for how <b>positive</b>, how <b>negative</b>, and how <b>arousing</b> they make you feel.</h2> <h3 style=""color:white;"">Please press the number on top of your keybaord that corresponds to your choice.</h3> <p style=""color:white;""> Press the spacebar to continue.</p>","32","html-keyboard-response","10","2033","0.0-1.0-9.0","","","","","","","","","","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","11","3036","0.0-2.0-0.0","fixation","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","12","6041","0.0-2.0-1.0","pleasant","","","","","","","","","","","","",""
"441.1649999992733","<h2 style=""color:white; text-align:center;"">How pleasant?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","49","html-keyboard-response","13","6485","0.0-2.0-2.0","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]","1"
"null","<h2 style=""color:white; text-align:center;"">How pleasant?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/PleasantScale1.jpg'>","null","html-keyboard-response","14","8492","0.0-2.0-3.0","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]",""
"null","","null","html-keyboard-response","15","11499","0.0-2.0-4.0","unpleasant","","","","","","","","","","","","",""
"50.970000000233995","<h2 style=""color:white; text-align:center;"">How unpleasant?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","49","html-keyboard-response","16","11552","0.0-2.0-5.0","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]","1"
"null","<h2 style=""color:white; text-align:center;"">How unpleasant?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/UnpleasantScale1.jpg'>","null","html-keyboard-response","17","13559","0.0-2.0-6.0","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]",""
"null","","null","html-keyboard-response","18","16563","0.0-2.0-7.0","arousal","","","","","","","","","","","","",""
"1480.4299999996147","<h2 style=""color:white; text-align:center;"">How arousing/exciting?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","53","html-keyboard-response","19","18046","0.0-2.0-8.0","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]","5"
"null","<h2 style=""color:white; text-align:center;"">How arousing/exciting?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/ArousalScale5.jpg'>","null","html-keyboard-response","20","20052","0.0-2.0-9.0","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","21","21053","0.0-2.0-0.1","fixation","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","22","24055","0.0-2.0-1.1","pleasant","","","","","","","","","","","","",""
"432.33499999951164","<h2 style=""color:white; text-align:center;"">How pleasant?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","53","html-keyboard-response","23","24489","0.0-2.0-2.1","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]","5"
"null","<h2 style=""color:white; text-align:center;"">How pleasant?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/PleasantScale5.jpg'>","null","html-keyboard-response","24","26493","0.0-2.0-3.1","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]",""
"null","","null","html-keyboard-response","25","29498","0.0-2.0-4.1","unpleasant","","","","","","","","","","","","",""
"893.7849999992977","<h2 style=""color:white; text-align:center;"">How unpleasant?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","52","html-keyboard-response","26","30394","0.0-2.0-5.1","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]","4"
"null","<h2 style=""color:white; text-align:center;"">How unpleasant?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/UnpleasantScale4.jpg'>","null","html-keyboard-response","27","32398","0.0-2.0-6.1","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]",""
"null","","null","html-keyboard-response","28","35403","0.0-2.0-7.1","arousal","","","","","","","","","","","","",""
"457.19000000008236","<h2 style=""color:white; text-align:center;"">How arousing/exciting?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","52","html-keyboard-response","29","35863","0.0-2.0-8.1","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]","4"
"null","<h2 style=""color:white; text-align:center;"">How arousing/exciting?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/ArousalScale4.jpg'>","null","html-keyboard-response","30","37868","0.0-2.0-9.1","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","31","38870","0.0-2.0-0.2","fixation","","","","","","","","","","","","",""
"null","","null","html-keyboard-response","32","41871","0.0-2.0-1.2","pleasant","","","","","","","","","","","","",""
"661.5149999997811","<h2 style=""color:white; text-align:center;"">How pleasant?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2205.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","52","html-keyboard-response","33","42535","0.0-2.0-2.2","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]","4"
"null","<h2 style=""color:white; text-align:center;"">How pleasant?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2205.bmp'><img class='center' src='scale/PleasantScale4.jpg'>","null","html-keyboard-response","34","44537","0.0-2.0-3.2","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]",""
"null","","null","html-keyboard-response","35","47542","0.0-2.0-4.2","unpleasant","","","","","","","","","","","","",""
"731.3299999996161","<h2 style=""color:white; text-align:center;"">How unpleasant?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2205.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","52","html-keyboard-response","36","48276","0.0-2.0-5.2","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]","4"
"null","<h2 style=""color:white; text-align:center;"">How unpleasant?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2205.bmp'><img class='center' src='scale/UnpleasantScale4.jpg'>","null","html-keyboard-response","37","50283","0.0-2.0-6.2","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]",""
"null","","null","html-keyboard-response","38","53289","0.0-2.0-7.2","arousal","","","","","","","","","","","","",""
"645.9599999998318","<h2 style=""color:white; text-align:center;"">How arousing/exciting?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2205.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","52","html-keyboard-response","39","53937","0.0-2.0-8.2","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]","4"
"null","<h2 style=""color:white; text-align:center;"">How arousing/exciting?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2205.bmp'><img class='center' src='scale/ArousalScale4.jpg'>","null","html-keyboard-response","40","55941","0.0-2.0-9.2","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]",""
"null","<p style='color:white;'>You have completed this task. Please wait for the experimenter to continue.</p><p style='color:white;'>Data Saving...Do not close this window until the text dissapears.”</p>","null","html-keyboard-response","41","65948","0.0-3.0","","","","","","","","","","","","","",""
