"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","condition","descriptor","test_part","trial","rating"
"600.815000012517","<h2 style=""color:white;"">Now we will have you rate some pictures for how <b>positive</b>, how <b>negative</b>, and how <b>arousing</b> they make you feel.</h2> <h3 style=""color:white;"">Please press the number on top of your keybaord that corresponds to your choice.</h3> <p style=""color:white;""> Press the spacebar to continue.</p>","32","html-keyboard-response","10","20529","0.0-1.0-9.0","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","11","21532","0.0-2.0-0.0","","","","",""
"1548.929999989923","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","49","html-keyboard-response","12","23083","0.0-2.0-1.0","neutral","man","pleasant","1","1"
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/PleasantScale1.jpg'>","null","html-keyboard-response","13","25088","0.0-2.0-2.0","","","","",""
"740.6699999701232","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","49","html-keyboard-response","14","25830","0.0-2.0-3.0","neutral","man","unpleasant","1","1"
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/UnpleasantScale1.jpg'>","null","html-keyboard-response","15","27836","0.0-2.0-4.0","","","","",""
"853.5350000020117","<h2 style=""color:white; text-align:center;"">How calm---excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","51","html-keyboard-response","16","28691","0.0-2.0-5.0","neutral","man","unpleasant","1","3"
"null","<h2 style=""color:white; text-align:center;"">How calm---excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/ArousalScale3.jpg'>","null","html-keyboard-response","17","30698","0.0-2.0-6.0","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","18","31703","0.0-2.0-0.1","","","","",""
"659.3400000128895","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2205.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","53","html-keyboard-response","19","32364","0.0-2.0-1.1","negative","hospital","pleasant","2","5"
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2205.bmp'><img class='center' src='scale/PleasantScale5.jpg'>","null","html-keyboard-response","20","34370","0.0-2.0-2.1","","","","",""
"722.8449999820441","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2205.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","53","html-keyboard-response","21","35095","0.0-2.0-3.1","negative","hospital","unpleasant","2","5"
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2205.bmp'><img class='center' src='scale/UnpleasantScale5.jpg'>","null","html-keyboard-response","22","37100","0.0-2.0-4.1","","","","",""
"636.2450000015087","<h2 style=""color:white; text-align:center;"">How calm---excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2205.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","53","html-keyboard-response","23","37738","0.0-2.0-5.1","negative","hospital","unpleasant","2","5"
"null","<h2 style=""color:white; text-align:center;"">How calm---excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2205.bmp'><img class='center' src='scale/ArousalScale5.jpg'>","null","html-keyboard-response","24","39744","0.0-2.0-6.1","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","25","40750","0.0-2.0-0.2","","","","",""
"829.5250000082888","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","53","html-keyboard-response","26","41581","0.0-2.0-1.2","positive","puppies","pleasant","3","5"
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/PleasantScale5.jpg'>","null","html-keyboard-response","27","43583","0.0-2.0-2.2","","","","",""
"730.2149999886751","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","53","html-keyboard-response","28","44315","0.0-2.0-3.2","positive","puppies","unpleasant","3","5"
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/UnpleasantScale5.jpg'>","null","html-keyboard-response","29","46321","0.0-2.0-4.2","","","","",""
"735.2850000024773","<h2 style=""color:white; text-align:center;"">How calm---excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","52","html-keyboard-response","30","47058","0.0-2.0-5.2","positive","puppies","unpleasant","3","4"
"null","<h2 style=""color:white; text-align:center;"">How calm---excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/ArousalScale4.jpg'>","null","html-keyboard-response","31","49065","0.0-2.0-6.2","","","","",""
"null","<p style='color:white;'>You have completed this task. Please wait for the experimenter to continue.</p><p style='color:white;'>Data Saving...do not close this window until the text dissapears.</p>","null","html-keyboard-response","32","59068","0.0-3.0","","","","",""
